Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),176.46.114.245,Harju,2019-08-12T14:41:28.681Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8426:c580:e8fa:4c14:cf51:7ba4,Harju,2019-08-11T07:01:07.278Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:95a5:1610:eeff:87d,Harju,2019-08-10T06:37:24.511Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8426:c580:106d:ac96:443f:9cef,Harju,2019-08-09T18:38:01.333Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8426:c580:8001:2015:2d96:c7b3,Harju,2019-08-09T18:21:18.725Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8426:c580:2150:ac3d:27f9:bcd2,Harju,2019-08-09T14:36:55.898Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),176.46.114.245,Harju,2019-08-09T14:23:03.131Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8426:c580:786c:b5ef:8c1e:ae00,Harju,2019-08-09T12:09:50.697Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8426:c580:2444:99b7:ec24:ba07,Harju,2019-08-08T14:07:26.420Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8426:c580:659b:b1f2:cb96:9633,Harju,2019-08-08T08:20:11.855Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:341e:e186:c49d:d7e7,Harju,2019-07-13T14:34:15.174Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:5de6:2af4:5ea0:e03,Harju,2019-06-27T16:07:28.215Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:a962:5913:ad9b:289a,Harju,2019-06-27T04:46:48.229Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:4530:e45f:e231:6ccd,Harju,2019-06-26T18:02:58.135Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:953b:17c8:be7b:3900,Harju,2019-06-23T11:52:31.122Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),62.85.93.97,Riga,2019-06-18T14:53:01.255Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),62.85.93.97,Riga,2019-06-18T10:19:40.762Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),62.85.93.97,Riga,2019-06-12T15:18:09.589Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),62.85.93.97,Riga,2019-06-12T14:37:14.491Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.30.130,Riga,2019-06-12T11:10:22.229Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),62.85.93.97,Riga,2019-06-11T13:39:07.396Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),37.157.101.158,Harju,2019-06-11T10:22:32.380Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:6945:90cc:e63a:4cb3,Harju,2019-06-11T05:46:10.873Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8426:c580:8af:622a:3212:55fd,Harju,2019-06-10T12:07:29.386Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),176.46.114.196,Harju,2019-06-09T18:16:54.379Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8426:c580:a812:5e5d:c37:85fa,Harju,2019-06-09T09:18:42.494Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),176.46.114.196,Harju,2019-06-09T08:23:53.052Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8426:c580:a812:5e5d:c37:85fa,Harju,2019-06-09T08:21:49.841Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8426:c580:8c08:e87a:2da0:7e5b,Harju,2019-06-09T07:50:40.447Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),62.85.93.97,Riga,2019-06-06T17:09:57.475Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),62.85.93.97,Riga,2019-06-06T16:22:50.601Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),62.85.93.97,Riga,2019-05-28T10:47:57.733Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),62.85.93.97,Riga,2019-05-26T18:25:29.426Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.84.47,Riga,2019-05-24T08:08:51.919Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-05-23T17:47:01.079Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-05-21T18:24:23.275Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.78,Riga,2019-05-21T18:00:08.716Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-05-21T17:47:31.151Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.84.47,Riga,2019-05-21T10:30:25.240Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),176.46.114.196,Harju,2019-05-16T09:40:52.092Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8426:c580:a020:a713:6989:ae6b,Harju,2019-05-16T07:57:53.620Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8426:c580:5cb:6f71:af02:4b00,Harju,2019-05-16T07:02:24.589Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.84.47,Riga,2019-05-15T10:29:21.905Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-05-13T18:30:38.966Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.65,Riga,2019-05-13T18:05:22.343Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-05-13T15:54:15.399Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-05-12T18:22:11.548Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:f8a6:8b3e:e650:8cd3,Harju,2019-05-11T19:13:33.424Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-05-09T16:13:45.186Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-05-08T18:29:48.269Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.75,Riga,2019-05-08T18:08:11.675Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-05-08T17:52:46.155Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-05-05T19:20:45.948Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.68,Riga,2019-05-05T18:58:27.119Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-05-05T15:09:07.362Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-05-04T18:46:34.910Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.12.79,Daugavpils,2019-05-04T18:24:22.332Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-05-04T18:02:28.212Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,2001:7d0:8426:c580:b444:286c:621:5f2d,Harju,2019-05-04T11:58:25.516Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,2001:7d0:8426:c580:b444:286c:621:5f2d,Harju,2019-05-04T11:58:25.505Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,2001:7d0:8426:c580:8ce9:7701:1858:2b3d,Harju,2019-04-25T18:42:46.840Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,2001:7d0:8426:c580:5b2:2408:8866:c92e,Harju,2019-04-25T18:29:39.837Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,2001:7d0:8426:c580:5b2:2408:8866:c92e,Harju,2019-04-25T18:29:39.826Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,2001:7d0:8426:c580:5c0c:c38f:4f8e:2fd9,Harju,2019-04-23T19:11:00.709Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-04-14T06:38:35.157Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:28d3:4ff1:8a23:1db8,Harju,2019-04-14T05:33:55.482Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:a8c6:de20:f3fc:8bf0,Harju,2019-04-12T12:48:17.282Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:31fc:12ef:a21a:871d,Harju,2019-04-11T10:46:55.733Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:3c6d:b91f:fc7c:90e6,Harju,2019-04-10T06:44:51.300Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:a8b4:2877:11b8:9c64,Harju,2019-04-10T06:42:44.815Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:a8b4:2877:11b8:9c64,Harju,2019-04-08T17:11:58.082Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-04-03T13:37:36.281Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-03-31T17:47:23.404Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:59b6:1706:dbf6:b4bd,Harju,2019-03-29T13:58:56.318Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:89f:8e24:2f44:f5fc,Harju,2019-03-29T08:34:04.463Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:2563:3d:b379:b1a1,Harju,2019-03-29T08:18:45.831Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-03-27T13:49:56.723Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.84.47,Riga,2019-03-23T19:45:21.174Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-03-18T18:40:46.666Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8426:c580:20b1:821c:c8fd:3f24,Harju,2019-03-15T15:02:47.282Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-03-14T18:31:17.881Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-03-12T19:29:20.621Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:87fa:380:489b:21d6:ae5b:6eb5,Unknown,2019-03-12T11:34:15.776Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:87fa:380:3479:271e:f350:7ca1,Unknown,2019-03-12T08:31:46.405Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-03-07T10:43:01.357Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.84.47,Riga,2019-03-07T08:06:20.966Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-03-06T18:05:16.966Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.12.81,Jūrmala,2019-03-06T06:03:02.587Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.12.82,Zilupe,2019-03-05T05:34:11.077Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-03-04T18:29:06.003Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-02-17T09:17:06.470Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.12.88,Riga,2019-02-12T10:43:04.957Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,85.253.75.154,Harju,2019-02-08T17:08:22.983Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-02-05T15:21:50.907Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-02-05T08:25:55.608Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.66,Riga,2019-02-05T05:34:11.676Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-02-04T16:54:24.907Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-01-29T16:32:12.228Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.72,Riga,2019-01-29T04:41:38.943Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-01-28T18:33:32.247Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-01-21T16:59:41.609Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),195.122.1.69,Riga,2019-01-18T09:30:46.577Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-01-17T16:09:02.490Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2019-01-06T19:40:58.352Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:83d4:1680:48:f7ca:35ab:d770,Harju,2018-12-28T14:20:23.865Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.84.47,Riga,2018-12-19T07:56:50.621Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-12-18T21:00:39.867Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,NL,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:982:151d:1:6147:435e:f99c:1eb3,North Holland,2018-12-18T13:57:07.462Z
NFCDSF-01-DTCX8M3F9AD3787W24LV5ANWUF44Y7,LV,Safari MAC (Cadmium),Safari MAC (Cadmium),87.110.84.47,Riga,2018-12-14T09:53:10.694Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,LV,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),87.110.84.47,Riga,2018-12-14T09:35:57.534Z
